country,value_,yearly_avg_temp,year_
Costa Rica,11817.56,26.51491667,2006
Costa Rica,12678.7,26.38291667,2007
Costa Rica,12709.38,26.05608333,2008
Costa Rica,12534.57,26.52291667,2009
Costa Rica,12895.96,26.22675,2010
Costa Rica,13284.87,26.11341667,2011
Costa Rica,13405.56,26.282,2012
Costa Rica,13735.74,26.45755556,2013
India,1214248,24.29641667,1994
India,1523766.56,24.498,2000
India,2136826.1,25.05083333,2010
Indonesia,266818.39,26.23783333,1990
Indonesia,292610.4,26.07516667,1991
Indonesia,306828.59,26.17016667,1992
Indonesia,318657.49,26.13883333,1993
Indonesia,334191.21,26.08425,1994
Indonesia,554333.48,26.19025,2000
Indonesia,537949,26.32975,2001
Indonesia,545911,26.529,2002
Indonesia,559139,26.4455,2003
Indonesia,583101,26.43483333,2004
Indonesia,590736,26.45375,2005
Indonesia,610242,26.38175,2006
Indonesia,607947,26.29308333,2007
Indonesia,629710,26.06525,2008
Indonesia,628562,26.455,2009
Indonesia,685711,26.537,2010
Indonesia,726262,26.20225,2011
Indonesia,757250,26.32208333,2012
Indonesia,796579,26.467,2013
South Africa,347349.36,17.72833333,1990
South Africa,379837.16,17.61475,1994
Argentina,220240.77,15.15508333,1990
Argentina,230413.76,15.09758333,1991
Argentina,234122.38,14.73916667,1992
Argentina,239560.14,15.09866667,1993
Argentina,243598.69,15.57866667,1994
Argentina,244499.37,15.14983333,1995
Argentina,256463.93,15.21158333,1996
Argentina,258303.62,15.62066667,1997
Argentina,262725.06,15.26175,1998
Argentina,264637.84,15.06491667,1999
Argentina,280308.99,14.7505,2000
Argentina,276902.6,15.37041667,2001
Argentina,269315.64,15.18375,2002
Argentina,286381.63,15.51833333,2003
Argentina,298167.36,15.44216667,2004
Argentina,307492.67,15.11283333,2005
Argentina,321462.03,15.56108333,2006
Argentina,335854.13,14.62808333,2007
Argentina,331802.17,15.476,2008
Argentina,322554.23,15.53441667,2009
Argentina,300695.19,15.07883333,2010
Argentina,310314.53,15.33966667,2011
Argentina,310670.24,15.689,2012
Argentina,321011.89,14.457125,2013
Bulgaria,98356.813,11.59766667,1990
Bulgaria,80200.031,10.18066667,1991
Bulgaria,74601.95,11.02175,1992
Bulgaria,74018.326,10.71341667,1993
Bulgaria,70137.935,12.20041667,1994
Bulgaria,71677.019,10.80966667,1995
Bulgaria,72110.035,10.4285,1996
Bulgaria,68918.228,10.22533333,1997
Bulgaria,64862.578,11.09891667,1998
Bulgaria,57845.81,11.7885,1999
Bulgaria,56965.766,11.90683333,2000
Bulgaria,59940.03,11.62383333,2001
Bulgaria,57346.446,11.68033333,2002
Bulgaria,62198.198,10.953,2003
Bulgaria,61426.281,11.24166667,2004
Bulgaria,62067.185,10.78158333,2005
Bulgaria,62777.429,11.11758333,2006
Bulgaria,66754.518,12.314,2007
Bulgaria,65501.874,11.98775,2008
Bulgaria,56638.449,11.894,2009
Bulgaria,59321.215,11.76633333,2010
Bulgaria,64625.477,11.04783333,2011
Bulgaria,59659.341,12.02758333,2012
Bulgaria,55591.153,13.411875,2013
Ukraine,942389.616,9.400833333,1990
Ukraine,856026.442,8.300166667,1991
Ukraine,801043.258,8.37975,1992
Ukraine,710953.123,7.458416667,1993
Ukraine,604680.666,8.80725,1994
Ukraine,561889.842,8.709083333,1995
Ukraine,515054.391,7.552583333,1996
Ukraine,499354.884,7.604583333,1997
Ukraine,480675.672,8.455583333,1998
Ukraine,449361.444,9.50725,1999
Ukraine,427557.817,9.316333333,2000
Ukraine,445653.443,8.938666667,2001
Ukraine,430798.901,9.377166667,2002
Ukraine,440055.037,8.219666667,2003
Ukraine,442754.186,8.8505,2004
Ukraine,441930.155,8.917333333,2005
Ukraine,459566.427,8.454666667,2006
Ukraine,462932.508,10.05541667,2007
Ukraine,450718.468,9.55975,2008
Ukraine,390273.192,9.4285,2009
Ukraine,407103.472,9.453,2010
Ukraine,428358.806,8.790833333,2011
Ukraine,417374.447,9.290666667,2012
Ukraine,408987.882,10.9135,2013
Kazakhstan,385602.997,6.55575,1990
Kazakhstan,370312.189,6.471,1991
Kazakhstan,343622.441,5.809666667,1992
Kazakhstan,307947.551,4.70225,1993
Kazakhstan,260513.392,5.5365,1994
Kazakhstan,243208.556,7.335333333,1995
Kazakhstan,224969.223,5.100833333,1996
Kazakhstan,217101.215,7.065333333,1997
Kazakhstan,213081.151,6.248916667,1998
Kazakhstan,186720.042,6.9755,1999
Kazakhstan,216188.94,6.761416667,2000
Kazakhstan,210091.45,6.813083333,2001
Kazakhstan,232445.248,7.301583333,2002
Kazakhstan,253923.853,6.131416667,2003
Kazakhstan,260480.821,7.393,2004
Kazakhstan,273972.96,6.998833333,2005
Kazakhstan,291446.786,6.869833333,2006
Kazakhstan,293349.221,7.155166667,2007
Kazakhstan,288543.799,7.028916667,2008
Kazakhstan,276719.498,6.382083333,2009
Kazakhstan,300827.002,6.71,2010
Kazakhstan,290780.928,5.69625,2011
Kazakhstan,295683.661,6.075416667,2012
Kazakhstan,303671.288,8.93725,2013
Saudi Arabia,165268.97,26.01875,1990
Saudi Arabia,296059.87,26.64291667,2000
Saudi Arabia,525332.15,27.53008333,2010
Saudi Arabia,548262.55,26.98891667,2012
Peru,57582.87,20.53058333,1994
Peru,62195.69,20.23191667,2000
Peru,67528.27,20.45058333,2005
Peru,83995.9,20.5845,2010
Peru,84585.25,20.46,2012
Belarus,146151.803,7.757416667,1990
Belarus,137364.938,6.895416667,1991
Belarus,125737.392,7.132,1992
Belarus,111850.42,6.013833333,1993
Belarus,94117.507,6.735916667,1994
Belarus,87541.804,7.02125,1995
Belarus,88101.473,5.656583333,1996
Belarus,88861.872,6.34375,1997
Belarus,89984.292,6.528333333,1998
Belarus,83572.498,7.71275,1999
Belarus,83224.121,7.909833333,2000
Belarus,82994.651,7.09225,2001
Belarus,81418.86,7.701916667,2002
Belarus,83413.448,6.724916667,2003
Belarus,87610.569,6.905833333,2004
Belarus,89543.431,6.968083333,2005
Belarus,93476.288,6.992083333,2006
Belarus,92672.588,7.928166667,2007
Belarus,95534.024,8.13075,2008
Belarus,91891.379,7.196416667,2009
Belarus,93359.712,7.03725,2010
Belarus,93005.337,7.5885,2011
Belarus,94395.992,6.835166667,2012
Belarus,95377.133,8.2665,2013
Cyprus,5576.488,19.19441667,1990
Cyprus,6077.964,19.08275,1991
Cyprus,6523.432,18.04925,1992
Cyprus,6812.178,18.949,1993
Cyprus,7060.234,19.802,1994
Cyprus,6996.944,19.079,1995
Cyprus,7341.989,19.47558333,1996
Cyprus,7430.126,18.87625,1997
Cyprus,7758.97,19.96408333,1998
Cyprus,8026.003,20.07375,1999
Cyprus,8296.677,19.442,2000
Cyprus,8242.105,20.01175,2001
Cyprus,8468.068,19.72916667,2002
Cyprus,8861.242,19.73508333,2003
Cyprus,9085.602,19.59575,2004
Cyprus,9211.178,19.58708333,2005
Cyprus,9470.493,19.54016667,2006
Cyprus,9802.215,19.94533333,2007
Cyprus,10025.69,20.14475,2008
Cyprus,9788.899,20.15733333,2009
Cyprus,9464.043,20.952,2010
Cyprus,9157.418,19.68191667,2011
Cyprus,8629.84,20.012,2012
Cyprus,7919.822,20.349875,2013
Liechtenstein,228.475,5.91725,1990
Liechtenstein,236.043,4.933,1991
Liechtenstein,236.243,5.910666667,1992
Liechtenstein,243.366,5.333833333,1993
Liechtenstein,229.721,6.637583333,1994
Liechtenstein,233.54,5.334583333,1995
Liechtenstein,235.849,4.48675,1996
Liechtenstein,248.425,5.79325,1997
Liechtenstein,259.382,5.663833333,1998
Liechtenstein,256.383,5.546083333,1999
Liechtenstein,247.007,6.32875,2000
Liechtenstein,246.569,5.588416667,2001
Liechtenstein,252.882,6.263666667,2002
Liechtenstein,263.006,6.124666667,2003
Liechtenstein,263.227,5.430416667,2004
Liechtenstein,263.64,5.013,2005
Liechtenstein,267.245,5.941166667,2006
Liechtenstein,238.054,6.27925,2007
Liechtenstein,257.829,5.94225,2008
Liechtenstein,243.101,5.8935,2009
Liechtenstein,228.166,4.847833333,2010
Liechtenstein,215.323,6.563083333,2011
Liechtenstein,224.509,5.876083333,2012
Liechtenstein,230.73,6.002375,2013
Monaco,102.739,10.13533333,1990
Monaco,103.597,9.468333333,1991
Monaco,109.239,9.897916667,1992
Monaco,108.386,9.551666667,1993
Monaco,109.083,10.56958333,1994
Monaco,105.723,9.756583333,1995
Monaco,109.527,9.278583333,1996
Monaco,108.142,10.36808333,1997
Monaco,107.277,9.88925,1998
Monaco,108.444,9.993333333,1999
Monaco,106.56,10.2295,2000
Monaco,106.984,10.21183333,2001
Monaco,107.287,10.26016667,2002
Monaco,104.425,10.72608333,2003
Monaco,99.178,9.93825,2004
Monaco,97.926,9.518416667,2005
Monaco,93.545,10.45491667,2006
Monaco,93.342,10.411,2007
Monaco,94.048,9.97425,2008
Monaco,90.281,10.42941667,2009
Monaco,88.875,9.223666667,2010
Monaco,86.537,10.7235,2011
Monaco,89.169,10.24866667,2012
Monaco,91.291,10.417,2013
Romania,248981.183,10.226,1990
Romania,205258.281,8.728166667,1991
Romania,189886.033,9.562583333,1992
Romania,179754.576,8.862916667,1993
Romania,177163.398,10.609,1994
Romania,184291.162,9.13875,1995
Romania,187190.478,8.649416667,1996
Romania,180041.019,8.523666667,1997
Romania,162982.779,9.178416667,1998
Romania,144983.623,10.091,1999
Romania,138979.501,10.47225,2000
Romania,142647.773,9.638583333,2001
Romania,144186.01,10.39266667,2002
Romania,149901.263,9.340166667,2003
Romania,148139.995,9.558166667,2004
Romania,146902.595,9.123166667,2005
Romania,148403.924,9.469,2006
Romania,152605.787,10.86833333,2007
Romania,148910.603,10.461,2008
Romania,127676.483,10.47066667,2009
Romania,123439.772,9.851666667,2010
Romania,131363.699,9.569,2011
Romania,131528.916,10.30108333,2012
Romania,117083.995,11.6455,2013
Malta,2599.283,19.56175,1990
Malta,2452.204,18.59008333,1991
Malta,2517.179,18.83208333,1992
Malta,3105.26,19.05125,1993
Malta,2886.544,19.83766667,1994
Malta,2682.41,19.07275,1995
Malta,2801.454,18.96241667,1996
Malta,2815.944,19.39666667,1997
Malta,2778.448,19.31108333,1998
Malta,2863.794,19.842,1999
Malta,2789.716,19.60916667,2000
Malta,2936.198,19.90966667,2001
Malta,2986.057,19.55183333,2002
Malta,3265.489,19.75658333,2003
Malta,3143.896,19.17116667,2004
Malta,2980.536,18.87508333,2005
Malta,3041.207,19.60133333,2006
Malta,3133.516,19.74991667,2007
Malta,3071.844,19.81816667,2008
Malta,2887.878,19.57925,2009
Malta,2944.943,19.66441667,2010
Malta,2949.955,19.3135,2011
Malta,3132.394,19.82916667,2012
Malta,2795.156,19.437375,2013
Iran,385433.3,18.386,1994
Iran,483669.17,18.89208333,2000
Croatia,31394.427,12.43441667,1990
Croatia,24698.952,11.33325,1991
Croatia,22778.484,12.54908333,1992
Croatia,22728.089,11.93158333,1993
Croatia,21826.467,13.11,1994
Croatia,22486.003,11.88175,1995
Croatia,22977.401,11.12575,1996
Croatia,24364.502,11.82741667,1997
Croatia,24450.957,12.10091667,1998
Croatia,25755.59,12.3165,1999
Croatia,25478.757,13.22641667,2000
Croatia,26651.773,12.411,2001
Croatia,27700.854,12.89891667,2002
Croatia,29131.706,12.567,2003
Croatia,29161.261,11.91941667,2004
Croatia,29653.869,11.37625,2005
Croatia,30034.399,12.24166667,2006
Croatia,31485.492,13.0665,2007
Croatia,30573.009,12.97708333,2008
Croatia,28304.303,12.87508333,2009
Croatia,27922.157,11.96083333,2010
Croatia,27637.952,12.75516667,2011
Croatia,25878.242,12.9735,2012
Croatia,24609.082,13.589,2013
